transaction_id,customer_id,region,category,channel,amount,quantity,discount,promo,event_date
25884,2213,APAC,fashion,online,65.08,3,0.229,coupon,2024-07-11
25885,1565,AMER,electronics,retail,92.27,1,0.002,none,2024-11-01
25886,1704,AMER,electronics,online,115.44,7,0.057,none,2024-11-24
25887,2448,APAC,electronics,online,62.71,6,0.135,none,2024-10-10
25888,1281,AMER,fashion,online,44.45,3,0.139,coupon,2024-05-01
25889,1589,AMER,electronics,retail,53.35,6,0.105,none,2024-11-21
25890,1218,AMER,home,retail,69.15,4,0.177,none,2024-01-18
25891,1926,AMER,grocery,mobile,67.60,6,0.068,bundle,2024-12-12
25892,1601,APAC,toys,mobile,26.40,6,0.205,none,2024-01-13
25893,1243,AMER,fashion,partner,47.97,4,0.116,none,2024-02-14
25894,2084,LATAM,grocery,online,53.36,8,0.159,none,2024-03-17
25895,1726,EMEA,grocery,online,71.47,2,0.102,coupon,2024-05-04
25896,1241,APAC,grocery,retail,78.21,1,0.241,coupon,2024-12-28
25897,2436,LATAM,electronics,retail,29.88,3,0.040,bundle,2024-03-02
25898,1139,EMEA,electronics,online,84.71,7,0.177,loyalty,2024-01-11
25899,1497,EMEA,grocery,online,86.11,6,0.001,coupon,2024-11-19
25900,2176,AMER,fashion,retail,190.29,2,0.138,none,2024-12-16
25901,1981,EMEA,home,online,46.80,1,0.080,none,2024-04-19
25902,1349,APAC,electronics,retail,22.06,4,0.067,none,2024-06-01
25903,2355,EMEA,fashion,retail,29.39,6,0.129,none,2024-03-03
25904,1800,APAC,grocery,online,37.42,6,0.188,bundle,2024-05-03
25905,2342,AMER,fashion,online,120.43,3,0.011,loyalty,2024-04-21
25906,1928,AMER,grocery,retail,149.87,3,0.007,coupon,2024-05-25
25907,1907,EMEA,electronics,online,45.90,8,0.145,coupon,2024-02-02
25908,1460,LATAM,grocery,retail,115.15,2,0.005,loyalty,2024-04-16
25909,2359,LATAM,electronics,retail,25.83,8,0.032,none,2024-03-12
25910,1764,LATAM,toys,mobile,20.12,4,0.007,loyalty,2024-10-06
25911,2076,AMER,toys,online,68.32,5,0.072,bundle,2024-09-11
25912,2256,AMER,sports,online,31.39,1,0.227,none,2024-07-06
25913,1688,LATAM,home,online,53.85,6,0.047,coupon,2024-07-19
25914,1143,LATAM,home,retail,67.61,4,0.071,bundle,2024-06-16
25915,1166,AMER,fashion,online,84.00,4,0.249,none,2024-10-16
25916,1145,AMER,sports,online,77.28,3,0.074,none,2024-02-16
25917,2172,EMEA,sports,retail,54.57,3,0.054,none,2024-04-02
25918,2312,APAC,sports,retail,48.67,4,0.208,none,2024-12-21
25919,1040,LATAM,grocery,online,47.46,8,0.178,none,2024-09-11
25920,1560,AMER,fashion,online,89.10,7,0.107,coupon,2024-10-28
25921,1101,AMER,home,partner,30.52,1,0.148,coupon,2024-09-25
25922,2461,LATAM,grocery,retail,129.88,2,0.130,none,2024-07-27
25923,1290,EMEA,home,partner,109.55,6,0.100,none,2024-02-11
25924,1586,LATAM,electronics,online,35.49,4,0.129,bundle,2024-10-20
25925,1788,AMER,home,online,77.80,3,0.017,bundle,2024-04-22
25926,2172,EMEA,electronics,retail,44.60,8,0.111,loyalty,2024-10-04
25927,1350,LATAM,sports,retail,35.40,8,0.041,coupon,2024-11-24
25928,1757,EMEA,grocery,online,52.03,1,0.020,loyalty,2024-05-27
25929,1381,LATAM,electronics,online,58.66,7,0.075,coupon,2024-05-28
25930,1187,AMER,sports,retail,35.90,6,0.166,loyalty,2024-03-16
25931,1911,LATAM,home,retail,67.69,1,0.005,coupon,2024-03-16
25932,1161,AMER,grocery,online,126.82,1,0.042,none,2024-06-28
25933,1813,EMEA,electronics,retail,105.95,2,0.223,bundle,2024-04-04
25934,1020,APAC,grocery,mobile,53.94,7,0.115,none,2024-02-22
25935,1061,APAC,sports,retail,38.90,6,0.062,none,2024-11-13
25936,1367,AMER,grocery,online,98.29,7,0.008,none,2024-12-17
25937,1599,APAC,fashion,retail,103.52,3,0.035,none,2024-07-01
25938,1885,EMEA,grocery,retail,43.68,2,0.198,bundle,2024-02-23
25939,2048,LATAM,fashion,online,91.49,4,0.179,none,2024-08-24
25940,1406,LATAM,home,mobile,107.16,8,0.132,none,2024-12-10
25941,2303,EMEA,toys,online,65.15,1,0.173,loyalty,2024-09-17
25942,1945,AMER,toys,online,97.82,4,0.210,none,2024-05-13
25943,2312,APAC,electronics,mobile,93.45,4,0.246,none,2024-05-20
25944,2121,APAC,grocery,online,41.49,1,0.110,none,2024-04-16
25945,1014,EMEA,electronics,retail,40.04,6,0.160,coupon,2024-08-21
25946,1892,LATAM,fashion,online,28.65,6,0.025,none,2024-02-20
25947,1981,EMEA,fashion,retail,99.92,4,0.173,bundle,2024-08-13
25948,2385,APAC,fashion,online,37.86,1,0.206,coupon,2024-11-15
25949,2323,AMER,grocery,online,37.88,3,0.125,loyalty,2024-06-01
25950,1195,AMER,grocery,online,48.72,4,0.061,coupon,2024-09-24
25951,1598,EMEA,grocery,online,82.71,5,0.069,none,2024-04-25
25952,2264,LATAM,home,online,38.16,2,0.015,none,2024-05-15
25953,2343,EMEA,grocery,mobile,38.23,7,0.238,none,2024-01-09
25954,1920,LATAM,grocery,online,35.66,1,0.160,none,2024-09-04
25955,2016,LATAM,toys,online,35.19,4,0.232,none,2024-04-27
25956,1504,AMER,fashion,online,45.51,7,0.041,none,2024-11-27
25957,2430,APAC,sports,online,10.66,7,0.131,loyalty,2024-10-23
25958,1515,EMEA,toys,partner,47.54,4,0.182,none,2024-05-02
25959,2200,LATAM,grocery,retail,99.36,1,0.156,coupon,2024-10-06
25960,1409,APAC,sports,retail,86.90,1,0.082,bundle,2024-08-28
25961,2322,AMER,grocery,online,54.52,3,0.059,coupon,2024-12-14
25962,2421,AMER,toys,online,59.97,1,0.114,coupon,2024-12-21
25963,2387,EMEA,sports,online,53.54,5,0.240,none,2024-08-12
25964,2231,LATAM,electronics,retail,326.54,1,0.165,coupon,2024-06-11
25965,1331,AMER,grocery,retail,51.58,7,0.141,bundle,2024-07-08
25966,2080,LATAM,home,retail,76.78,1,0.162,loyalty,2024-11-07
25967,1882,AMER,home,online,31.40,6,0.038,coupon,2024-12-08
25968,1765,EMEA,fashion,online,35.14,2,0.231,bundle,2024-10-18
25969,2159,AMER,fashion,online,51.87,7,0.065,none,2024-03-20
25970,2221,LATAM,fashion,retail,91.72,6,0.149,bundle,2024-02-08
25971,1331,AMER,electronics,retail,30.37,4,0.071,loyalty,2024-06-15
25972,1947,EMEA,home,retail,286.12,1,0.170,none,2024-04-08
25973,1632,LATAM,home,online,30.55,6,0.183,none,2024-06-02
25974,1564,APAC,sports,online,48.51,5,0.055,coupon,2024-06-28
25975,1722,EMEA,home,online,67.01,1,0.159,bundle,2024-06-24
25976,1280,LATAM,sports,retail,80.04,8,0.130,none,2024-01-14
25977,1433,EMEA,toys,retail,117.26,4,0.188,none,2024-07-14
25978,1397,LATAM,electronics,retail,127.33,5,0.249,coupon,2024-05-21
25979,1920,LATAM,electronics,retail,63.68,3,0.182,none,2024-04-28
25980,1879,EMEA,home,online,107.36,1,0.154,none,2024-07-16
25981,1178,EMEA,fashion,online,40.01,7,0.231,none,2024-04-27
25982,1323,EMEA,grocery,online,67.08,5,0.058,coupon,2024-10-07
25983,1403,APAC,fashion,online,47.90,4,0.228,none,2024-05-03
25984,2290,LATAM,fashion,retail,42.82,1,0.185,none,2024-11-12
25985,2043,EMEA,fashion,retail,80.88,3,0.232,none,2024-03-26
25986,2287,EMEA,grocery,online,55.96,6,0.124,loyalty,2024-11-19
25987,1705,AMER,grocery,online,71.14,2,0.096,none,2024-08-01
25988,1126,LATAM,toys,retail,44.23,7,0.203,bundle,2024-12-20
25989,1594,LATAM,electronics,online,77.72,4,0.212,none,2024-03-22
25990,2280,EMEA,sports,mobile,47.82,1,0.233,none,2024-08-03
25991,1391,LATAM,sports,retail,43.38,4,0.004,bundle,2024-11-28
25992,2443,LATAM,grocery,online,90.87,1,0.161,none,2024-10-27
25993,1836,LATAM,grocery,retail,116.72,8,0.052,none,2024-04-02
25994,1283,APAC,electronics,online,51.40,3,0.102,none,2024-12-08
25995,2396,AMER,sports,retail,41.99,8,0.149,bundle,2024-12-04
25996,1695,LATAM,fashion,online,19.09,2,0.137,none,2024-10-19
25997,1230,EMEA,electronics,online,60.16,7,0.093,none,2024-08-05
25998,2412,LATAM,grocery,online,128.41,3,0.087,none,2024-01-26
25999,1334,APAC,grocery,mobile,41.44,1,0.025,none,2024-07-06
26000,1959,EMEA,home,online,43.02,5,0.219,loyalty,2024-11-20
26001,1715,AMER,home,online,42.16,7,0.014,none,2024-08-07
26002,1971,EMEA,sports,online,31.94,7,0.035,coupon,2024-11-28
26003,1818,AMER,toys,online,47.37,3,0.213,loyalty,2024-02-17
26004,1939,LATAM,home,retail,122.79,6,0.123,bundle,2024-11-24
26005,1455,APAC,home,mobile,82.42,3,0.223,none,2024-02-11
26006,2023,LATAM,electronics,retail,99.57,7,0.126,coupon,2024-02-22
26007,1468,AMER,toys,retail,115.61,3,0.211,loyalty,2024-02-01
26008,1569,APAC,electronics,mobile,48.89,5,0.174,loyalty,2024-07-09
26009,1988,AMER,electronics,online,62.73,6,0.210,loyalty,2024-04-28
26010,2429,EMEA,home,mobile,55.30,6,0.034,coupon,2024-02-02
26011,2061,EMEA,grocery,mobile,87.76,4,0.145,bundle,2024-11-23
26012,1482,AMER,grocery,online,37.54,4,0.078,bundle,2024-06-28
26013,1449,EMEA,grocery,online,83.59,2,0.009,none,2024-08-01
26014,1435,AMER,electronics,retail,32.56,7,0.160,none,2024-02-10
26015,1048,EMEA,home,mobile,39.86,3,0.137,none,2024-10-16
26016,1348,AMER,fashion,online,58.74,6,0.080,coupon,2024-02-04
26017,1665,AMER,home,retail,149.55,3,0.136,none,2024-12-19
26018,1609,LATAM,sports,partner,96.10,2,0.036,coupon,2024-03-03
26019,2062,EMEA,sports,retail,72.74,1,0.057,loyalty,2024-03-27
26020,2234,LATAM,sports,online,84.03,5,0.073,bundle,2024-03-12
26021,1548,EMEA,sports,retail,99.04,8,0.074,loyalty,2024-05-12
26022,2298,APAC,electronics,online,32.54,8,0.074,none,2024-07-22
26023,1064,AMER,home,mobile,32.72,6,0.040,bundle,2024-04-23
26024,1139,EMEA,toys,online,27.60,8,0.115,none,2024-11-14
26025,2100,APAC,toys,retail,124.28,1,0.046,none,2024-03-21
26026,1202,APAC,grocery,partner,70.59,2,0.245,none,2024-10-28
26027,1187,AMER,electronics,mobile,50.31,8,0.128,none,2024-10-20
26028,1112,APAC,sports,retail,93.79,2,0.026,none,2024-10-15
26029,2087,LATAM,grocery,partner,46.97,7,0.237,none,2024-09-18
26030,2428,LATAM,grocery,retail,30.84,1,0.151,coupon,2024-02-18
26031,1266,AMER,grocery,retail,65.86,2,0.153,coupon,2024-10-10
26032,1922,EMEA,sports,mobile,77.43,7,0.105,bundle,2024-06-19
26033,2333,APAC,fashion,partner,108.91,7,0.001,none,2024-04-26
26034,1546,EMEA,fashion,mobile,59.15,7,0.131,bundle,2024-10-27
26035,2280,EMEA,grocery,online,123.54,1,0.039,none,2024-10-22
26036,1344,EMEA,fashion,online,46.66,2,0.104,none,2024-12-20
26037,2276,AMER,grocery,online,34.09,1,0.196,coupon,2024-03-04
26038,1614,EMEA,home,online,66.62,8,0.243,none,2024-06-19
26039,1721,EMEA,sports,partner,68.45,7,0.176,none,2024-11-09
26040,1334,APAC,grocery,online,39.35,3,0.189,bundle,2024-06-27
26041,1950,LATAM,grocery,mobile,75.52,2,0.173,none,2024-08-15
26042,1427,EMEA,grocery,online,28.09,6,0.093,loyalty,2024-01-10
26043,1029,EMEA,toys,online,273.49,2,0.067,none,2024-05-14
26044,2239,EMEA,grocery,retail,54.51,4,0.165,none,2024-10-18
26045,2272,EMEA,electronics,retail,29.55,8,0.098,none,2024-03-27
26046,1865,LATAM,grocery,online,36.02,5,0.036,none,2024-07-27
26047,2438,AMER,electronics,online,56.42,6,0.232,none,2024-09-16
26048,1007,APAC,fashion,online,58.66,4,0.007,bundle,2024-01-08
26049,2442,APAC,fashion,online,46.68,2,0.177,coupon,2024-04-07
26050,1394,LATAM,electronics,retail,49.50,7,0.107,loyalty,2024-06-06
26051,1923,LATAM,home,online,27.21,6,0.066,loyalty,2024-01-13
26052,1694,APAC,grocery,online,41.82,2,0.095,coupon,2024-08-04
26053,2230,LATAM,fashion,online,50.71,7,0.157,bundle,2024-02-27
26054,2408,EMEA,toys,online,51.58,4,0.184,none,2024-08-17
26055,1602,EMEA,electronics,online,27.93,4,0.026,none,2024-05-02
26056,2460,AMER,toys,retail,36.27,6,0.228,bundle,2024-04-04
26057,2262,APAC,grocery,retail,69.45,1,0.049,none,2024-12-17
26058,1804,AMER,electronics,retail,87.12,4,0.156,none,2024-01-04
26059,2291,EMEA,electronics,retail,44.59,6,0.146,coupon,2024-01-22
26060,1439,LATAM,electronics,online,34.77,5,0.133,none,2024-01-13
26061,2039,EMEA,toys,retail,42.30,8,0.242,none,2024-11-15
26062,1155,EMEA,electronics,online,53.78,5,0.247,none,2024-03-16
26063,2396,AMER,sports,retail,22.39,1,0.172,coupon,2024-02-09
26064,1003,APAC,home,partner,58.65,7,0.205,bundle,2024-01-11
26065,1359,LATAM,home,mobile,25.25,8,0.100,bundle,2024-04-23
26066,1244,LATAM,fashion,retail,55.10,3,0.230,none,2024-09-06
26067,1614,EMEA,toys,mobile,53.04,8,0.087,none,2024-02-16
26068,2478,AMER,electronics,retail,40.71,7,0.078,none,2024-11-05
26069,1097,EMEA,home,online,83.21,1,0.060,none,2024-05-08
26070,1249,EMEA,toys,online,37.64,7,0.097,none,2024-08-07
26071,2261,EMEA,home,mobile,53.46,2,0.041,none,2024-12-07
26072,2466,APAC,grocery,retail,94.61,3,0.075,none,2024-03-25
26073,1423,EMEA,fashion,online,49.44,3,0.188,none,2024-06-19
26074,2364,APAC,electronics,retail,84.30,3,0.021,bundle,2024-09-12
26075,1896,EMEA,fashion,retail,89.46,4,0.108,none,2024-07-08
26076,2421,AMER,toys,retail,36.28,7,0.188,none,2024-08-02
26077,1025,EMEA,home,retail,34.15,4,0.185,coupon,2024-09-13
26078,1817,APAC,home,online,58.81,2,0.199,none,2024-06-05
26079,2447,AMER,toys,retail,57.61,4,0.180,none,2024-03-06
26080,2024,AMER,grocery,online,72.08,7,0.140,loyalty,2024-03-20
26081,2107,APAC,toys,retail,66.16,2,0.142,coupon,2024-12-13
26082,1563,EMEA,grocery,retail,44.06,5,0.149,loyalty,2024-01-20
26083,1189,AMER,fashion,retail,33.64,4,0.074,bundle,2024-02-06
26084,1648,APAC,home,online,195.74,6,0.018,none,2024-11-23
26085,1545,AMER,sports,online,56.25,5,0.041,none,2024-01-04
26086,1638,EMEA,grocery,retail,42.30,4,0.094,none,2024-12-01
26087,1654,EMEA,grocery,online,63.48,1,0.108,none,2024-12-21
26088,1167,EMEA,grocery,mobile,38.79,1,0.026,bundle,2024-04-17
26089,2078,APAC,electronics,online,62.09,6,0.084,none,2024-01-25
26090,2196,AMER,grocery,mobile,33.89,5,0.146,none,2024-05-09
26091,1967,EMEA,fashion,online,85.18,7,0.206,coupon,2024-10-05
26092,1567,AMER,fashion,online,65.43,5,0.001,coupon,2024-10-04
26093,1017,AMER,electronics,retail,33.72,1,0.139,none,2024-01-03
26094,1730,AMER,sports,partner,61.84,3,0.069,bundle,2024-08-05
26095,1694,APAC,sports,online,42.79,3,0.168,coupon,2024-11-18
26096,1532,APAC,home,partner,49.54,1,0.148,none,2024-10-01
26097,1301,AMER,grocery,retail,51.59,4,0.103,none,2024-08-13
26098,2082,APAC,home,partner,52.46,4,0.001,coupon,2024-09-27
26099,2010,APAC,grocery,online,93.98,1,0.226,coupon,2024-02-11
26100,1192,EMEA,grocery,online,50.78,2,0.217,none,2024-09-09
26101,1472,AMER,grocery,mobile,173.49,8,0.036,none,2024-10-10
26102,1560,AMER,grocery,online,25.97,1,0.015,none,2024-07-20
26103,1938,APAC,electronics,retail,115.17,3,0.044,bundle,2024-07-17
26104,1125,LATAM,fashion,online,92.79,7,0.198,none,2024-10-13
26105,2031,AMER,fashion,online,37.79,2,0.037,none,2024-12-28
26106,2036,APAC,electronics,mobile,46.33,7,0.214,none,2024-09-16
26107,2455,AMER,sports,online,45.91,2,0.040,none,2024-04-12
26108,2058,LATAM,grocery,online,23.47,3,0.040,none,2024-11-11
26109,1505,EMEA,home,mobile,62.83,1,0.215,none,2024-06-07
26110,1152,LATAM,home,online,106.73,6,0.053,none,2024-04-03
26111,1889,APAC,fashion,retail,96.98,3,0.046,bundle,2024-05-23
26112,2417,LATAM,sports,retail,43.01,8,0.235,coupon,2024-11-04
26113,2133,AMER,sports,retail,54.32,6,0.177,none,2024-02-18
26114,2288,AMER,grocery,online,56.31,3,0.019,loyalty,2024-08-22
26115,2166,AMER,toys,online,74.35,4,0.109,bundle,2024-08-18
26116,1184,AMER,sports,online,27.37,4,0.100,bundle,2024-09-10
26117,1239,APAC,grocery,retail,170.10,1,0.007,coupon,2024-05-05
26118,1993,APAC,electronics,online,18.51,2,0.135,bundle,2024-09-27
26119,1654,EMEA,fashion,online,113.31,4,0.229,loyalty,2024-01-11
26120,2285,APAC,grocery,online,35.74,2,0.139,coupon,2024-07-09
26121,2470,EMEA,grocery,retail,19.21,3,0.128,bundle,2024-07-26
26122,2286,AMER,home,online,60.40,2,0.210,loyalty,2024-02-19
26123,1099,LATAM,home,online,49.80,3,0.059,bundle,2024-08-21
26124,1604,EMEA,fashion,mobile,48.72,2,0.148,none,2024-12-14
26125,1409,APAC,grocery,online,66.19,4,0.163,none,2024-08-24
26126,1074,LATAM,electronics,online,60.64,7,0.079,none,2024-07-22
26127,1963,AMER,grocery,online,68.72,1,0.132,none,2024-01-15
26128,1555,AMER,grocery,online,75.77,4,0.187,none,2024-08-09
26129,1577,AMER,electronics,retail,99.80,8,0.091,coupon,2024-06-01
26130,2322,AMER,grocery,online,62.91,8,0.243,coupon,2024-06-07
26131,1878,EMEA,fashion,online,77.27,5,0.118,none,2024-06-21
26132,1802,AMER,grocery,mobile,41.14,6,0.141,none,2024-02-18
26133,1791,LATAM,toys,retail,65.12,1,0.218,none,2024-10-28
26134,1951,LATAM,grocery,online,44.21,5,0.160,none,2024-08-25
26135,1033,APAC,grocery,online,31.57,4,0.229,bundle,2024-11-07
26136,1383,AMER,home,mobile,102.39,2,0.144,none,2024-10-12
26137,1959,EMEA,grocery,online,45.28,6,0.070,none,2024-01-25
26138,1683,AMER,toys,online,83.65,4,0.202,none,2024-01-04
26139,2390,AMER,grocery,retail,97.07,5,0.075,loyalty,2024-11-05
26140,2452,LATAM,toys,retail,67.19,1,0.022,none,2024-04-07
26141,1090,AMER,electronics,retail,90.02,7,0.212,bundle,2024-05-16
26142,2178,AMER,electronics,online,91.28,4,0.106,none,2024-02-12
26143,1582,AMER,electronics,online,79.49,1,0.135,loyalty,2024-04-24
26144,1488,AMER,electronics,mobile,28.88,5,0.205,none,2024-04-08
26145,2035,LATAM,home,online,49.90,7,0.127,none,2024-12-14
26146,1629,LATAM,electronics,mobile,127.58,1,0.210,none,2024-05-22
26147,1033,APAC,home,retail,39.89,1,0.191,none,2024-09-10
26148,1253,AMER,grocery,online,46.62,6,0.139,none,2024-06-13
26149,1070,EMEA,grocery,online,30.33,5,0.080,bundle,2024-11-28
26150,1125,LATAM,electronics,online,38.27,4,0.132,bundle,2024-02-27
26151,1234,AMER,toys,online,101.62,5,0.057,coupon,2024-04-21
26152,1509,AMER,fashion,retail,42.18,2,0.235,none,2024-12-24
26153,1663,LATAM,home,online,31.65,2,0.038,none,2024-12-15
26154,1804,AMER,home,retail,40.29,3,0.171,none,2024-04-28
26155,2370,EMEA,electronics,retail,59.11,2,0.163,none,2024-01-25
26156,2185,EMEA,electronics,retail,56.53,6,0.079,none,2024-03-01
26157,1950,LATAM,fashion,retail,66.32,1,0.233,none,2024-10-28
26158,2053,AMER,home,online,47.61,8,0.110,none,2024-06-05
26159,1567,AMER,sports,retail,23.57,5,0.249,none,2024-10-15
26160,1251,EMEA,home,partner,50.34,4,0.082,bundle,2024-05-02
26161,2273,APAC,toys,retail,21.16,4,0.216,none,2024-07-15
26162,1399,AMER,fashion,retail,118.88,1,0.207,bundle,2024-05-13
26163,1617,AMER,electronics,retail,62.38,2,0.238,none,2024-06-21
26164,1249,EMEA,sports,retail,140.77,3,0.057,none,2024-11-02
26165,1743,LATAM,toys,retail,45.30,2,0.155,none,2024-11-25
26166,1385,LATAM,grocery,online,81.68,1,0.015,bundle,2024-09-15
26167,1241,APAC,fashion,online,56.56,2,0.249,none,2024-06-03
26168,1857,LATAM,grocery,online,59.97,5,0.125,bundle,2024-12-21
26169,1867,AMER,electronics,retail,70.81,4,0.071,coupon,2024-02-19
26170,1593,AMER,home,retail,39.78,2,0.106,coupon,2024-06-13
26171,2386,EMEA,fashion,partner,32.53,8,0.091,bundle,2024-12-11
26172,1213,EMEA,home,retail,78.37,5,0.063,coupon,2024-01-12
26173,1308,EMEA,grocery,retail,49.87,5,0.120,none,2024-09-05
26174,1058,LATAM,grocery,retail,17.49,5,0.114,none,2024-05-05
26175,1061,APAC,electronics,online,44.78,4,0.129,none,2024-10-28
26176,1191,EMEA,home,online,44.86,4,0.129,none,2024-01-28
26177,1920,LATAM,sports,online,47.74,7,0.178,loyalty,2024-04-15
26178,1449,EMEA,fashion,mobile,39.54,2,0.180,coupon,2024-10-01
26179,1159,LATAM,electronics,partner,44.96,1,0.204,none,2024-12-07
26180,2359,LATAM,toys,online,133.71,6,0.128,none,2024-07-04
26181,1812,EMEA,sports,retail,20.56,2,0.166,none,2024-12-03
26182,1021,AMER,grocery,retail,36.16,4,0.096,none,2024-11-07
26183,1920,LATAM,fashion,online,70.23,6,0.022,bundle,2024-10-16
26184,1012,LATAM,grocery,online,18.98,6,0.236,loyalty,2024-04-13
26185,2241,APAC,grocery,online,74.69,2,0.200,none,2024-04-19
26186,2055,AMER,electronics,online,28.01,5,0.036,loyalty,2024-01-20
26187,2123,AMER,home,online,85.38,3,0.003,bundle,2024-12-19
26188,1069,APAC,grocery,mobile,125.73,6,0.033,none,2024-09-09
26189,1072,LATAM,grocery,retail,19.26,1,0.171,bundle,2024-03-28
26190,1983,LATAM,home,retail,124.62,1,0.092,none,2024-08-27
26191,2098,AMER,grocery,online,30.88,7,0.200,none,2024-05-16
26192,1301,AMER,electronics,partner,35.65,3,0.222,none,2024-05-10
26193,2068,LATAM,grocery,retail,44.68,7,0.051,loyalty,2024-06-18
26194,1536,LATAM,home,online,145.79,5,0.108,coupon,2024-09-08
26195,1180,AMER,toys,online,37.00,1,0.120,none,2024-06-15
26196,1511,EMEA,electronics,online,90.42,1,0.192,none,2024-04-09
26197,1350,LATAM,grocery,retail,59.70,3,0.010,coupon,2024-06-13
26198,1644,EMEA,home,retail,29.19,8,0.077,none,2024-10-20
26199,1975,EMEA,toys,retail,34.69,8,0.151,none,2024-09-22
26200,1878,EMEA,electronics,retail,35.44,6,0.174,coupon,2024-06-16
26201,1545,AMER,toys,online,73.80,6,0.052,none,2024-05-14
26202,2312,APAC,toys,online,51.46,6,0.072,none,2024-02-21
26203,2086,APAC,fashion,online,35.82,3,0.232,coupon,2024-12-20
26204,1537,LATAM,fashion,retail,64.64,3,0.005,none,2024-06-12
26205,1141,AMER,electronics,online,25.06,4,0.152,none,2024-05-11
26206,1747,EMEA,home,mobile,121.80,4,0.110,none,2024-06-01
26207,1908,AMER,grocery,online,65.40,4,0.138,none,2024-06-06
26208,2318,AMER,electronics,online,44.27,3,0.184,none,2024-04-02
26209,2089,EMEA,grocery,mobile,65.92,2,0.104,none,2024-05-01
26210,1077,AMER,grocery,online,25.75,7,0.170,coupon,2024-04-07
26211,1667,AMER,electronics,retail,69.03,2,0.222,coupon,2024-04-26
26212,1016,AMER,fashion,online,30.61,2,0.219,loyalty,2024-01-01
26213,1828,EMEA,fashion,online,35.20,1,0.135,coupon,2024-07-08
26214,1637,APAC,electronics,retail,44.91,8,0.026,coupon,2024-12-27
26215,1475,LATAM,home,partner,27.98,7,0.142,none,2024-07-20
26216,1482,AMER,toys,mobile,30.41,8,0.244,none,2024-08-25
26217,1325,APAC,toys,retail,56.37,4,0.126,none,2024-06-01
26218,1057,LATAM,fashion,online,54.17,2,0.129,loyalty,2024-08-27
26219,2180,AMER,toys,retail,38.29,4,0.026,loyalty,2024-05-07
26220,1231,AMER,home,retail,150.55,2,0.194,bundle,2024-03-03
26221,1299,LATAM,grocery,retail,32.73,8,0.132,loyalty,2024-10-14
26222,1056,LATAM,electronics,online,40.65,3,0.061,none,2024-07-15
26223,2197,LATAM,sports,retail,87.46,7,0.035,none,2024-05-12
26224,1539,LATAM,home,retail,42.07,4,0.132,none,2024-04-02
26225,1020,APAC,home,online,58.82,8,0.227,none,2024-09-04
26226,1474,LATAM,electronics,mobile,184.22,4,0.064,bundle,2024-10-08
26227,2289,APAC,grocery,online,52.84,4,0.134,none,2024-07-26
26228,1077,AMER,grocery,retail,71.83,5,0.108,bundle,2024-11-04
26229,1390,APAC,grocery,online,41.32,2,0.247,loyalty,2024-05-27
26230,1605,APAC,grocery,retail,25.47,1,0.205,none,2024-01-03
26231,2411,EMEA,fashion,retail,48.12,4,0.032,loyalty,2024-12-21
26232,2112,LATAM,fashion,retail,45.40,8,0.231,bundle,2024-03-04
26233,1290,EMEA,home,online,45.02,6,0.193,none,2024-02-09
26234,2318,AMER,grocery,online,78.47,2,0.245,loyalty,2024-05-21
26235,1822,EMEA,grocery,partner,141.50,1,0.229,none,2024-05-10
26236,1374,APAC,home,partner,30.44,8,0.021,none,2024-08-08
26237,2318,AMER,toys,online,116.27,2,0.014,loyalty,2024-07-02
26238,1075,AMER,fashion,mobile,74.26,8,0.004,bundle,2024-08-21
26239,2267,AMER,grocery,online,58.88,1,0.036,bundle,2024-09-12
26240,1312,EMEA,electronics,online,41.74,5,0.164,none,2024-04-08
26241,1717,AMER,electronics,mobile,66.57,4,0.180,coupon,2024-09-21
26242,1290,EMEA,fashion,partner,75.84,6,0.020,none,2024-03-21
26243,1461,LATAM,grocery,retail,86.75,5,0.073,coupon,2024-06-01
26244,2264,LATAM,home,online,53.32,1,0.168,coupon,2024-08-14
26245,2126,APAC,fashion,retail,74.09,1,0.218,bundle,2024-07-25
26246,1512,APAC,toys,retail,57.19,4,0.049,none,2024-04-24
26247,1463,EMEA,grocery,retail,45.15,8,0.070,loyalty,2024-12-23
26248,2084,LATAM,toys,retail,110.91,5,0.023,coupon,2024-04-21
26249,1841,AMER,electronics,online,27.28,6,0.234,none,2024-02-13
26250,1047,APAC,electronics,retail,36.41,8,0.204,none,2024-10-26
26251,1460,LATAM,home,online,50.91,8,0.191,none,2024-01-02
26252,2320,LATAM,grocery,online,41.78,1,0.097,bundle,2024-03-26
26253,1311,APAC,fashion,retail,27.31,3,0.154,bundle,2024-04-18
26254,2328,EMEA,electronics,mobile,61.77,7,0.091,loyalty,2024-10-28
26255,1567,AMER,toys,mobile,52.30,6,0.139,none,2024-04-28
26256,1869,AMER,grocery,retail,92.55,3,0.048,coupon,2024-11-11
26257,1337,APAC,fashion,retail,20.05,2,0.201,none,2024-10-18
26258,2005,APAC,grocery,retail,50.02,1,0.025,none,2024-04-24
26259,1688,LATAM,toys,online,50.41,1,0.203,none,2024-11-11
26260,1098,APAC,fashion,online,80.32,5,0.175,none,2024-07-13
26261,1444,EMEA,toys,online,39.35,3,0.161,loyalty,2024-10-28
26262,2495,EMEA,grocery,mobile,226.97,6,0.018,none,2024-06-16
26263,2238,AMER,electronics,online,123.56,5,0.017,coupon,2024-03-27
26264,2371,LATAM,toys,online,39.08,3,0.026,none,2024-04-27
